trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
1942-0020,LAUREL HARDY,YONETMEN,A_ELENDI,lexicon_anchor_misparse,ALFRED WERKER,YUKSEK,E:\MITAS\Database\LAUREL HARDY 1942-0020-1-0000-00-1\frames\giris_jenerik\g_0080.png,"ocr_ham.txt satir 74-76,79: 'Directed by' / 'FLE' / 'ALFRED WERKER' ... 'WERKER'; ayrica master_dilim/dilim_oneocr.txt satir 87-90: 'Directed by' / 'ALFRED WERKER' (iki kez tekrarli)","giris jenerik kartinda (dissolve sonrasi) 'Directed by' basligi altinda 'ALFRED WERKER' tamamen net, buyuk punto ve okunur sekilde yaziyor; iki ayri frame'de (g_0077.png gecis/cift-pozlama, g_0080.png tam net) dogrulandi.","_DURUM.json otorite_audit/trace_summary.md: KB cross-check dogru sekilde 'otoriter_yonetmen: Alfred L. Werker' buldu (ÇELİŞKİ verdict), ama credit_text extraction OCR'daki asil WERKER satirini degil 'Art Dirg fio' (Art Direction'in bozuk kalintisi) satirini yonetmen adayi olarak sectirdi; sonra fuzzy.candidate_dropped bu yanlis adayi 'okunamadi' diye elediginde KB'nin bulmus oldugu dogru isim (Alf",,"_DURUM.json otorite_audit/trace_summary.md: KB cross-check dogru sekilde 'otoriter_yonetmen: Alfred L. Werker' buldu (ÇELİŞKİ verdict), ama credit_text extraction OCR'daki asil WERKER satirini degil 'Art Dirg fio' (Art Direction'in bozuk kalintisi) satirini yonetmen adayi olarak sectirdi; sonra fuzzy.candidate_dropped bu yanlis adayi 'okunamadi' diye elediginde KB'nin bulmus oldugu dogru isim (Alf"
1942-0020,LAUREL HARDY,KIMLIK,B_OCR_OKUYAMADI,cast_cap,"ROBERT EMMETT KEANE, RICHARD LANE, WILLIE BEST, LOU LUBIN",YUKSEK,E:\MITAS\Database\LAUREL HARDY 1942-0020-1-0000-00-1\frames\cikis_jenerik\c_0695.png,"ocr_ham.txt satir 135-171 ve kunye.txt tam CAST listesini iceriyor (Willie Best, Lou Lubin, Robert Emmett Keane, Richard Lane dahil; ayni sekilde gemma_kunye.json candidate_names da 14 ismin hepsini yakalamis)","cikis jenerik CAST karti (c_0695.png, c_0705.png) tamamen net ve okunur; 14 satirlik tam liste: Laurel and Hardy (Themselves), Dante the Magician (Himself), Sheila Ryan (Margo), John Shelton (Tommy White), Don Costello (Doc Lake), Elisha Cook Jr (Frank Lucas), Edward Gargan (Foster), Addison Richards (Malcolm Kilgore), George Lynn (Darby Mason), James Bush (Joe Morgan), Lou Lubin (Dixie Beeler), R","Ham OCR'da ve ikinci bir VL/gemma passinda (gemma_kunye.json) tum 14 isim mevcutken, ana pipeline'in credit_text/v4 extraction asamasi sadece ilk 9 ismi teslime tasidi (Robert Emmett Keane, Richard Lane, Willie Best, Lou Lubin dusuruldu); trace.jsonl'de bu 4 isim hicbir kayitta gecmiyor -- extraction erken kesme/cap yapmis, KB cross-check 'cast_ortusme: 8' ile ÇELİŞKİ verdict verdi ama liste genis",,"Ham OCR'da ve ikinci bir VL/gemma passinda (gemma_kunye.json) tum 14 isim mevcutken, ana pipeline'in credit_text/v4 extraction asamasi sadece ilk 9 ismi teslime tasidi (Robert Emmett Keane, Richard Lane, Willie Best, Lou Lubin dusuruldu); trace.jsonl'de bu 4 isim hicbir kayitta gecmiyor -- extraction erken kesme/cap yapmis, KB cross-check 'cast_ortusme: 8' ile ÇELİŞKİ verdict verdi ama liste genis"
1954-0034,KARA KALKAN,YONETMEN,B_OCR_OKUYAMADI,garble_gate,"Rudolph Maté (varsayim, filmin gercek yonetmeni)",ORTA,E:\MITAS\Database\KARA KALKAN 1954-0034-1-0000-00-1\frames\giris\g_0129.png,ocr_ham.txt L84-89: 'Ro' / 'IT' / 'memh' / 'Rof' / 'metd' / 'R' (yonetmen kartina ait hicbir token yok),"g_0125-g_0133 arasi: once 'Produced By / Rob[ert Arth]ur / Melvi[lle] Tucker' karti net okunuyor; hemen ardindan crossfade ile gelen ikinci kartta 'Rud[olph] [Ma]te' ismi kalkan grafiginin arkasinda sonik/loluk halde gorunuyor, ancak 'Directed By' etiketi bu karede (Produced By karti ile ayni konumda) BOS/gorunmuyor - metin cok soluk/dusuk kontrast.","_DURUM.json: qwen_qc.yonetmen_var=false, notlar='Yonetmen satiri bos'; credit_validate.qc_decision: status=OKUNAMADI, 'OCR bos -> doldurma yok'. Isim frame'de zayif okunur ama OCR hic yakalayamamis; final alan '-' (KAYNAK_YOK).",,"_DURUM.json: qwen_qc.yonetmen_var=false, notlar='Yonetmen satiri bos'; credit_validate.qc_decision: status=OKUNAMADI, 'OCR bos -> doldurma yok'. Isim frame'de zayif okunur ama OCR hic yakalayamamis; final alan '-' (KAYNAK_YOK)."
1954-0034,KARA KALKAN,KIMLIK,B_OCR_OKUYAMADI,garble_gate,"Tony Curtis, Janet Leigh, David Farrar, Barbara Rush, Herbert Marshall, Torin Thatcher (cikis 'The Players' kartinda net)",ORTA,E:\MITAS\Database\KARA KALKAN 1954-0034-1-0000-00-1\1954-0034-1-0000-00-1 KARA KALKAN cikis.png,"kunye.txt/ocr_ham.txt: 'ALERUNDER PS','DICCON BOUMAN','WILLOM EDR DFALACKWORTH HERBERE MURSBULL' vb. - gercek isimlerin agir garble edilmis hali","Cikis karti 'The Players' basligi altinda okunakli sekilde: Miles..Tony Curtis, Lady Anne..Janet Leigh, Gilbert Blair Earl of Alban..David Farrar, Meg..Barbara Rush, William Earl of Mackworth..Herbert Marshall, Sir James..Torin Thatcher (x2 tekrar/ghost), Charles Fitz Simons, Gary Montgomery, Richard Allan(?), Robin Camp goruluyor.","otorite_audit.raw_cap_dropped ~400 tekrarli/garble isim parcasi icerir (crawl-OCR gurultusu); KB cross-check cast-ortusme=0 -> 'kimlik kurulamadi'. Isimler framede okunur ama OCR harf-duzeyinde bozuk uretiyor; teslim edilen oyuncu listesinde sadece TONY CURTIS ve TORIN THATCHER doğru, digerleri (DAVID FURRUR, HERBERT MENSBULL, CRONY HILL, JAN KALTH) bozuk.",,"otorite_audit.raw_cap_dropped ~400 tekrarli/garble isim parcasi icerir (crawl-OCR gurultusu); KB cross-check cast-ortusme=0 -> 'kimlik kurulamadi'. Isimler framede okunur ama OCR harf-duzeyinde bozuk uretiyor; teslim edilen oyuncu listesinde sadece TONY CURTIS ve TORIN THATCHER doğru, digerleri (DAVID FURRUR, HERBERT MENSBULL, CRONY HILL, JAN KALTH) bozuk."
1955-0046,ŞEYTAN RUHLU İNSANLAR,YONETMEN,A_ELENDI,lexicon_anchor_misparse,H.G. CLOUZOT (Henri-Georges Clouzot),YUKSEK,E:\MITAS\Database\ŞEYTAN RUHLU İNSANLAR 1955-0046-1-0000-00-1\master_dilim\giris_reading_master_runaware_p02.png,debug_trace/artifacts/ocr/kunye.txt satir 13-15: 'DANS UN FILM / PRODUIT ET DIRIGE PAR / H.G. CLOUZOT' (ayrica ocr_ham.txt satir 16-18 ve master_dilim/dilim_oneocr.txt satir 15-20'de de ayni isim tekrar tekrar temiz cikiyor),"master_dilim/giris_reading_master_runaware_p02.png icinde art arda iki kare: once 'dans un film / produit et dirige par' (kucuk puntolu ortali yazi), hemen sonraki karede buyuk, net, tam okunur harflerle 'H.G. CLOUZOT' -- baska hicbir gorsel bozulma/yabanci alfabe yok, siyah zeminde beyaz temiz tipografi.","_DURUM.json 'yonetmen_var:false' ve 'yonetmen garble (okunamadi)' diyor ama hem OCR-kunye hem ham-OCR hem gorsel karede isim tam ve net; otorite_audit.raw_cap_dropped listesinde 'Produit Dirige' bigram'i ve 'Clouzot Clouzot/Vera/Jerome' bigram'lari tekrarlanarak dusurulmus -- bigram/cap-temizleme adiminda yonetmen-ankraji yanlislikla gurultu sayilip elenmis, final v4 asamasina hic tasinmamis.","scripts/credit_role_lexicon.py:29-64 (DIRECTOR listesi, 'DIRIGE PAR' satir 39, 2026-07-03 21:37:33 commit d4df63f3 ile eklendi -- filmin run'indan (05:16:30) 16+ saat SONRA); scripts/credit_text_read.py:1072-1190 (_fuse_yonetmen, ozellikle satir 1190 abstain-donusu) ve 1524-1577 (_yon_rescue_auto path-A, satir 1533-1544); scripts/credit_qc_block.py:174-227 (_compute_otorite_audit / raw_cap_dropped -- ilgisiz, karar-disi audit)","Bu spesifik dosya icin: pipeline'i GUNCEL credit_role_lexicon.py (DIRIGE PAR dahil, commit d4df63f3+) ile YENIDEN CALISTIR (re-run/reprocess) -- kod fix'i zaten mevcut, sadece bu filmin DB kaydi eski/pre-fix run'a ait. AYRICA yeni bulunan ikinci-bug: credit_role_lexicon.py take_adjacent()/_strip_head() 'endswith' dalinda (satir 160-161, 227-228) suffix-eslesen head'den ONCEKI kelimeleri (orn 'PROD"
1956-0062,PROFESÖR HANNIBAL,YONETMEN,D_JENERIKTE_YOK,garble_gate,,ORTA,E:\MITAS\Database\PROFESÖR HANNIBAL 1956-0062-1-0000-00-1\frames\cikis_jenerik\c_0600.png,"TITAN / EPITOIPARI R.T. / KOZPONTI IRODAK (ocr_ham.txt satir 74,82,85 - bina tabelasi, yonetmen ibaresi degil)","cikis_jenerik havuzundaki 150 kare (c_0571-c_0720) ve giris_jenerik'teki tek kare (g_0067, 600x480) tamamen footage: sokak/plaj sahneleri, tanitim/jenerik yazi ekrani hic yok. giris.png master crop de sadece 780x68 px, okunabilir metin icermiyor. Macarca 'RENDEZŐ' (yonetmen) ibaresi hicbir OCR ciktisinda gecmiyor.","_DURUM.json route.agir 'yonetmen garble (okunamadi)' diyor ama gercekte hicbir karede yonetmen jenerik yazi ekrani bulunamamis; OCR'daki tum parcalar sokak tabelalarinin (TITAN, AUTOMAT) bozuk okumasi.",,"_DURUM.json route.agir 'yonetmen garble (okunamadi)' diyor ama gercekte hicbir karede yonetmen jenerik yazi ekrani bulunamamis; OCR'daki tum parcalar sokak tabelalarinin (TITAN, AUTOMAT) bozuk okumasi."
1956-0062,PROFESÖR HANNIBAL,CAST,D_JENERIKTE_YOK,cast_cap,,ORTA,E:\MITAS\Database\PROFESÖR HANNIBAL 1956-0062-1-0000-00-1\frames\cikis_jenerik\c_0682.png,"raw_cap_dropped: 'Werboczi Werboczi', 'Titan Epitoipari', 'Automat Amervian' (otorite_audit.ocr_dropped listesi - ardisik OCR gurultusu, gercek oyuncu adi degil)","Incelenen tum kareler (cikis_jenerik c_0571,600,650,657,682,691,700,720 ve giris_jenerik g_0067) sokak/araba/plaj footage'i gosteriyor; oyuncu-listesi/kunye ekrani hicbirinde yok. qwen_qc.oyuncu_sayisi=0, final teslimde 'Oyuncular: —'.","raw_cap_dropped'daki 180+ 'isim' aslinda ayni bina tabelalarinin (Titan Epitoipari, Automat, Werboczi) tekrar eden bozuk OCR parcalari; gercek oyuncu ismi jenerik karede hic gorulmedi, bu yuzden cast_cap/guard ile elenmis olmasi dogru sonuc verse de kok neden jenerigin footage icinde kaybolmus/tespit edilememis olmasi.",,"raw_cap_dropped'daki 180+ 'isim' aslinda ayni bina tabelalarinin (Titan Epitoipari, Automat, Werboczi) tekrar eden bozuk OCR parcalari; gercek oyuncu ismi jenerik karede hic gorulmedi, bu yuzden cast_cap/guard ile elenmis olmasi dogru sonuc verse de kok neden jenerigin footage icinde kaybolmus/tespit edilememis olmasi."
1958-0044,KOVBOY,KIMLIK,A_ELENDI,deferans,DELMER DAVES (yönetmen),YUKSEK,E:\MITAS\Database\KOVBOY 1958-0044-1-0000-90-1\master_dilim\giris_reading_master_runaware_p02.png,ocr_ham.txt satır 285/ dilim_oneocr.txt satır 103: 'DIRECTED BY DELMER DAVES',master_dilim/giris_reading_master_runaware_p02.png alt kısmında 'PRODUCED BY JULIAN BLAUSTEIN' ve hemen ardından 'DIRECTED BY DELMER DAVES' beyaz büyük harflerle kusursuz okunur şekilde yazıyor; iki kez tekrarlanıyor (biri fade-out halinde).,"Yönetmen ham OCR+görselde DELMER DAVES olarak doğru okunmuş, credit_validate ve KB lookup TEYİT vermiş, final PDF/kunye_teslim.md'ye DELMER DAVES olarak doğru yazılmış (kimlik_dogru=True); ancak routing/karar hâlâ ilk CELISKI bayrağına ('aday: FRANK HARRIS') dayanarak KONTROL'e düşürülmüş — FRANK HARRIS aslında senaryonun kaynağı olan kitabın yazarı ('BASED ON MY REMINISCENCES AS A COWBOY BY FRANK","scripts/_pipe_credit_validate.py:11-42 (xml_roles), scripts/credit_validate.py:254-343 (validate_director, CELISKI dönüşü satır 331-332), scripts/mitas_pipeline.py:3024-3029 (reason üretimi), scripts/mitas_pipeline.py:3120-3156 (KISI-TEYIT bastırma bloğu — tetiklenmedi)","1) mitas_pipeline.py:3155 'except Exception: pass' yerine dbg.emit(...,status='error') ekle (neden sessiz kaldigi gorunur olsun). 2) credit_video_read.KB.__init__ baglanti basarisiz oldugunda ayri bir sinyal (ör. 'kb_unavailable') dondursun ki KISI-TEYIT bunu ayirt edebilsin. 3) XML sidecar'daki V_ROLE_TYPE=YÖNETMEN alanini 'BASED ON ... BY <isim>' / kaynak-kitap yazari desenleriyle cakisan adlari"
1958-0044,KOVBOY,KIMLIK,A_ELENDI,cast_cap,"DICK YORK, BRIAN DONLEVY (cast)",YUKSEK,E:\MITAS\Database\KOVBOY 1958-0044-1-0000-90-1\master_dilim\giris_reading_master_runaware_p01.png,ocr_ham.txt satır 10-11: 'BRIAN' / 'DONLEVY'; kunye.txt satır 105: 'DICK YORK'; dilim_oneocr.txt satır 46/61: 'BE CEWRE DICK YORK' / 'HE CRIRH DICK YORK',master_dilim p01 üst kısmında STARRING bloğunda 'BRIAN DONLEVY' beyaz büyük harflerle net okunur; alt jenerik bloklarında '...DICK YORK VICTOR MANUEL MENDOZA RICHARD JAECKEL...' satırı da okunur (biraz düşük kontrastlı ama harfler ayırt edilebilir).,"otorite_audit.ocr_dropped=['Dick York','Brian Donlevy'] ve KB otoriter_cast listesi de bu iki ismi (+ Jack Lemmon, Frank de Kova) doğruluyor (cast_ortusme=8 TEYİT); ancak final cast_list'e bunlar girmemiş, yerine ikinci-sıra isimler (Victor Manuel Mendoza, Vaughn Taylor, Donald Randolph, James Westerfield) konmuş — muhtemelen sabit floor/cap (hedef:6, ulasilan:8) mekanizması OCR'da geç/çakışık gör","scripts/_pipe_credit_validate.py:11-42 (xml_roles), scripts/credit_validate.py:254-343 (validate_director, CELISKI dönüşü satır 331-332), scripts/mitas_pipeline.py:3024-3029 (reason üretimi), scripts/mitas_pipeline.py:3120-3156 (KISI-TEYIT bastırma bloğu — tetiklenmedi)","1) mitas_pipeline.py:3155 'except Exception: pass' yerine dbg.emit(...,status='error') ekle (neden sessiz kaldigi gorunur olsun). 2) credit_video_read.KB.__init__ baglanti basarisiz oldugunda ayri bir sinyal (ör. 'kb_unavailable') dondursun ki KISI-TEYIT bunu ayirt edebilsin. 3) XML sidecar'daki V_ROLE_TYPE=YÖNETMEN alanini 'BASED ON ... BY <isim>' / kaynak-kitap yazari desenleriyle cakisan adlari"
1958-0046,BEKARLIK SULTANLIKTIR,YONETMEN,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\BEKARLIK SULTANLIKTIR 1958-0046-1-0000-00-1\frames\giris\g_0001.png,ocr_ham.txt (tum 3 kopya ayni): MARTINI / 色品阳 / 品A度 -- yonetmen isaretleyicisi (YONETMEN/DIRECTED BY/REALISATION vb) hicbir yerde yok,"giris/g_0001-0150 (208 kare) ve cikis/cikis_fb (720+270 kare) tarandi; hicbir karede jenerik/baslik/kredit ekrani yok, tumu sahne icerigi (diyalog, mezarlik, plaj, otomobil vb). g_0001 ve giris_fb/g_0001 tamamen siyah kare.","jenerik_debug/detector/result.json ve detector_oneocr/result.json ikisi de status=not_found, reason='No persistent credit text cluster found'; credit_validate.yonetmen=OKUNAMADI, notes='OCR bos -> doldurma yok'; vl_yon_aday=null. Jenerik/kredit karesi hic bulunamadigi icin D_JENERIKTE_YOK; 'garble' etiketi yaniltici, aslinda veri yok.",,"jenerik_debug/detector/result.json ve detector_oneocr/result.json ikisi de status=not_found, reason='No persistent credit text cluster found'; credit_validate.yonetmen=OKUNAMADI, notes='OCR bos -> doldurma yok'; vl_yon_aday=null. Jenerik/kredit karesi hic bulunamadigi icin D_JENERIKTE_YOK; 'garble' etiketi yaniltici, aslinda veri yok."
1958-0046,BEKARLIK SULTANLIKTIR,KIMLIK,D_JENERIKTE_YOK,,"SE PIN YANG / PIN A DU (final PDF'e yazilmis, ancak kaynagi halusinasyon)",YUKSEK,E:\MITAS\Database\BEKARLIK SULTANLIKTIR 1958-0046-1-0000-00-1\frames\cikis_fb\c_0583.png,"ocr_raw_reads.jsonl: frame c_0583.png text='色品阳' -> kunye.txt'de 'SE PIN YANG'e translit edilmis; ozet ise Italyan isimleri kullaniyor (ALBERTO MARIANI, ELENA, OTELLO, TOCI)","ocr_raw_reads.jsonl'deki 'cast' kaynagi frame'leri (cikis_fb/c_0583.png, c_0584.png) actim: ekranda otomobil + bina cephesi var, HICBIR yazi/metin/isim gorunmuyor. OCR motoru (oneocr) bina dokusunu metin sanarak CJK glif uretmis (halusinasyon).","KB cross-check verdict=KAYNAK_YOK, cast_ortusme=null, qc2_web='capa bulunamadi'. Ozetteki gercek karakter isimleriyle (Alberto/Elena/Otello/Toci) OCR cast'i (Se Pin Yang/Pin A Du) tamamen uyumsuz -> gercek oyuncu adi hicbir karede/kaynakta yok, sistem OCR halusinasyonunu isim sanip final PDF'e yazmis.",,"KB cross-check verdict=KAYNAK_YOK, cast_ortusme=null, qc2_web='capa bulunamadi'. Ozetteki gercek karakter isimleriyle (Alberto/Elena/Otello/Toci) OCR cast'i (Se Pin Yang/Pin A Du) tamamen uyumsuz -> gercek oyuncu adi hicbir karede/kaynakta yok, sistem OCR halusinasyonunu isim sanip final PDF'e yazmis."
1958-0046,BEKARLIK SULTANLIKTIR,RENDER,C_OKUNAMAZ,,,YUKSEK,E:\MITAS\Database\BEKARLIK SULTANLIKTIR 1958-0046-1-0000-00-1\frames\cikis_fb\c_0584.png,"ocr_ham.txt / ocr_raw_all.txt (3 kopya ayni): satir2='色品阳', satir3='品A度' -- nonlatin_source:true olarak trace'e isaretlenmis","OCR 'Latin-disi alfabe' olarak isaretledigi kaynak frame'lerde (c_0583.png, c_0584.png) hicbir yazi/karakter yok; sadece otomobil ve bina goruntusu var. Bu, gercek CJK/Kiril/Arap metni degil, oneocr motorunun goruntu dokusunu yanlis okuyup uydurdugu sahte karakterlerdir.","qwen_qc alaninda 'latin_disi_alfabe_var:false' denmesi de bu tespiti destekliyor (final gorselde gercek yabanci alfabe yok); asil sorun OCR motorunun halusinasyon uretip bunu 'Latin-disi kaynak' olarak yanlis siniflandirmasi -- okunacak gercek bir yabanci-alfabe metin yok, OCR ciktisi kendisi bozuk/anlamsizdir.",,"qwen_qc alaninda 'latin_disi_alfabe_var:false' denmesi de bu tespiti destekliyor (final gorselde gercek yabanci alfabe yok); asil sorun OCR motorunun halusinasyon uretip bunu 'Latin-disi kaynak' olarak yanlis siniflandirmasi -- okunacak gercek bir yabanci-alfabe metin yok, OCR ciktisi kendisi bozuk/anlamsizdir."
1959-0005,BEKLENEN BOMBA,YONETMEN,A_ELENDI,garble_gate,MUHARREM GÜRSES,YUKSEK,E:\MITAS\Database\BEKLENEN BOMBA 1959-0005-1-000-00-1\frames\giris\g_0152.png,ocr_raw_reads.jsonl frame_index=151-154: text='ESER VE REJİ' + ayni blokta 'MUHARREM' + 'GÜRSES' (ocr_ham.txt satir 74-75'te 'ESER VE REJİ' / 'GÜRSES' olarak da gecer),g_0152.png (giris jenerik) karesinde uc satir cok net ve okunur golgeli beyaz harflerle: 'ESER VE REJİ' / 'MUHARREM' / 'GÜRSES'. Bu ayni blok frame 149-155 arasinda 6+ karede sabit tekrarlaniyor.,"Ham OCR (ocr_ham.txt, ocr_raw_reads.jsonl) ismi dogru yakaladigi halde final kunye.txt'de sadece 'ESER VE REJİ' satiri kaldi, 'MUHARREM' ve 'GÜRSES' satirlari stitching/pipeline100 asamasinda dusurulmus (kunye.txt diff'inde bu iki satir yok). Ayrica ayni jenerikte ikinci bir 'REJİ' bloğu daha var (frame g_0095-g_0105: 'REJİ Asistani MUHTESEM DURUKAN') ki bu ASISTAN kredisi, ana yonetmen degil; kun",,"Ham OCR (ocr_ham.txt, ocr_raw_reads.jsonl) ismi dogru yakaladigi halde final kunye.txt'de sadece 'ESER VE REJİ' satiri kaldi, 'MUHARREM' ve 'GÜRSES' satirlari stitching/pipeline100 asamasinda dusurulmus (kunye.txt diff'inde bu iki satir yok). Ayrica ayni jenerikte ikinci bir 'REJİ' bloğu daha var (frame g_0095-g_0105: 'REJİ Asistani MUHTESEM DURUKAN') ki bu ASISTAN kredisi, ana yonetmen degil; kun"
1959-0005,BEKLENEN BOMBA,KIMLIK,A_ELENDI,cast_cap,"EŞREF KOLÇAK, NERİMAN KÖKSAL, HADİ HÜN, A.TARIK TEKÇE, HİKMET SERÇE, UĞUR KIVILCIM, MEHMET ÖZKUT (OCR: OZEKİT), SADRİ KARAN, EYÜP SABRİ, HASAN MUTAF, ALİ KÜÇÜK, FAİK COŞKUN, SADİ ŞENER, DİNÇER ASILKAN, ŞEFİK MERİÇ, BAHRİ ÖZKAN, REŞAT ATALAY, NİZAMETTİN DİPLON",YUKSEK,E:\MITAS\Database\BEKLENEN BOMBA 1959-0005-1-000-00-1\frames\giris\g_0080.png,ocr_ham.txt satir 5-36 arasi: 'ESREF/KOLCAK/NERİMAN/KÖKSAL/HADİ/HÜN/...SADRİ/KARAN' - tum oyuncu isimleri ham OCR'da mevcut ve dogru okunmus,"g_0034.png: 'EŞREF / KOLÇAK' tek basina net kart. g_0039.png: 'NERİMAN / KÖKSAL' net kart. g_0047.png: 'HADİ / HÜN' net kart. g_0057.png: 'HİKMET SERÇE / UĞUR KIVILCIM' net iki-sutunlu kart. g_0080.png: 'SADİ ŞENER / DİNÇER ASILKAN / ŞEFİK MERİÇ / BAHRİ ÖZKAN / REŞAT ATALAY / NİZAMETTİN DİPLON' 6 satirlik liste, tamami okunur, Latin alfabesi, temiz gorsel.","giris_jenerik_manifest.json bu isimleri 'kept/credit_line' olarak frame frame dogru tespit etmis (dedup_cluster'lar ile). Ancak final kunye.txt (ve debug_trace/artifacts/ocr/kunye.txt, ikisi ayni) icinde HICBIR oyuncu adi yok - sadece teknik ekip (ses, montaj, laboratuvar, prodüktör) kalmis. 18 oyuncu adayinin tamami final asamada elenmis; ham OCR ve gorsel frame'lerde acikca mevcutlar.",,"giris_jenerik_manifest.json bu isimleri 'kept/credit_line' olarak frame frame dogru tespit etmis (dedup_cluster'lar ile). Ancak final kunye.txt (ve debug_trace/artifacts/ocr/kunye.txt, ikisi ayni) icinde HICBIR oyuncu adi yok - sadece teknik ekip (ses, montaj, laboratuvar, prodüktör) kalmis. 18 oyuncu adayinin tamami final asamada elenmis; ham OCR ve gorsel frame'lerde acikca mevcutlar."
1960-0021,BÜYÜK MÜCADELE,KIMLIK,A_ELENDI,cast_cap,Kate Buffery / Bernard Archard / Howard Lew Lewis / Timothy West / Anna Calder-Marshall / Mari Rowland-Hughes vb. (35+ oyuncu),YUKSEK,E:\MITAS\Database\BÜYÜK MÜCADELE 1960-0021-1-0000-00-1\frames\cikis_jenerik\c_0577.png,"ocr/ocr-8896627d/kunye.txt satir 16-68: KATE BUFFERY, BERNARD ARCHARD, HOWARD LEW LEWIS, OSCAR QUITAK, MYLES HOYLE, SHAUN SCOTT, JOHN NETTLETON, PETER VAUGHAN, JOHN WOODNUTT, ANDREW BURT, DAVID ROBERTS, TIMOTHY WEST, HENRY THOMAS, TENNIEL EVANS, JAMES GREEN, BILL MONKS, GEORGE ROUS, ROGER ALBOROUGH, JOHN BULGIN, TREVOR COOPER, KATE DAVID, PATSY SMART, ANNIE ROBERTS, ANNA CALDER-MARSHALL, ELSPETH CHARLTON, MARI ROWLAND-HUGHES, GARETH BROCK, GEORGE LITTLE, JAMES DUGGAN, BRIAN PORTSMOUTH, GEOFF HANNAN, ALAN GRANTON, DAVYD HARRIES, JULIAN HARRIES, STANLEY DAVIES, OWEN TEALE, ELIZABETH ANSTEE (tam liste ~40 rol/oyuncu cifti)","Frame c_0577.png tamamen net/okunur: 'Frederic Wilder / BERNARD ARCHARD', 'William Scantlebury / HOWARD LEW LEWIS', 'Henry Tench / OSCAR QUITAK' yazilari acikca goruluyor. reading_master_runaware.png (600x6104, 17 kart) ayni sekilde 'Enid Underwood/KATE BUFFERY', 'David Roberts/TIMOTHY WEST', 'Annie Roberts/ANNA CALDER-MARSHALL' gibi en az 30 rol+oyuncu ciftini net gosteriyor.","_DURUM.json neden[2] ve otorite_audit.raw_cap_dropped 296 satir listeliyor; final ciktida (1960-0021-1-0000-00-1 BÜYÜK MÜCADELE.txt/teknik.txt) sadece 10 oyuncu var (Kate Buffery...Andrew Burt) — cast-cap limiti gercek+okunur credit'leri siliyor, D/E degil A_ELENDI/cast_cap dogru hukum.",,"_DURUM.json neden[2] ve otorite_audit.raw_cap_dropped 296 satir listeliyor; final ciktida (1960-0021-1-0000-00-1 BÜYÜK MÜCADELE.txt/teknik.txt) sadece 10 oyuncu var (Kate Buffery...Andrew Burt) — cast-cap limiti gercek+okunur credit'leri siliyor, D/E degil A_ELENDI/cast_cap dogru hukum."
1960-0039,BELL BOY,YONETMEN,D_JENERIKTE_YOK,,,ORTA,frames/giris_jenerik/g_0145.png,"ocr_ham.txt: 'Paramount' / 'Release' (satir 11,89) - yonetmen ibaresi yok","Giris bolgesinde (270 kare, 15'i giris_jenerik havuzunda) sadece 'A Paramount Release' logosu (g_0148-152, g_0145) ve donen kamerali 'Fontainebleau Advertisement' reklam sahnesi (g_0209-224) var; film klasik yazili 'Directed by' jenerik karti kullanmiyor, bunun yerine ofis sahnesinde konusan bir karakterle (g_0030-140) sozel sunus yapiliyor.","_DURUM.json neden: 'yönetmen doğrulama: okunamadı'; detector_oneocr cikis'ta metin bulmus (469-475) ama bu National Airlines reklami+THE END, yonetmen degil. Jenerik kart yok -> D.",,"_DURUM.json neden: 'yönetmen doğrulama: okunamadı'; detector_oneocr cikis'ta metin bulmus (469-475) ama bu National Airlines reklami+THE END, yonetmen degil. Jenerik kart yok -> D."
1960-0039,BELL BOY,KIMLIK,D_JENERIKTE_YOK,,,DUSUK,master_dilim/reading_master_runaware_p01.png,"ocr_ham.txt satir 2-6: 'ור' / '٢٠٠' / '88' / '١١' (yabanci alfabe, bozuk, kunye disi)","Ham OCR'da bozuk/yabanci karakterler (ור, ٢٠٠, ١١, ใหชคล) mevcut fakat bunlar kunye/jenerik bolgesine ait degil, Fontainebleau/National Airlines reklam tabelasindaki gurultu OCR'i; hicbir frame'de kunye/kimlik dogrulayacak yazili metin yok.","_DURUM.json: 'kimlik kurulamadı (cast-örtüşmesi 0) / yanlış-film şüphesi', vl_yon_aday=null, vl_cast_aday=null. OZET alani (kunye_teslim.md) dogru ve ASR transkriptiyle (Türkçe dublaj, Miami/bellboy/otel/grev konusu) tutarli -- KIMLIK icin OZET_VAR ve tutarli, ama YONETMEN/CAST alanlari icin jenerik kart yok.",,"_DURUM.json: 'kimlik kurulamadı (cast-örtüşmesi 0) / yanlış-film şüphesi', vl_yon_aday=null, vl_cast_aday=null. OZET alani (kunye_teslim.md) dogru ve ASR transkriptiyle (Türkçe dublaj, Miami/bellboy/otel/grev konusu) tutarli -- KIMLIK icin OZET_VAR ve tutarli, ama YONETMEN/CAST alanlari icin jenerik kart yok."
